01011011001011110100100001011100 11101100000000110000010000010001 01110111100100010001000000100100 01010100001110011110111101100101 00000010101110110110111010011011 00100010110101000111000011100111 11010101111111010101011110001010 10101100101010011111101011101000 00110000100000000001010100101111 01111110011010000010001011000100 11011111001010001111011001101011 01001011000100101011101011101011 01000010111000000000111010110111 11001101011111011111001010010010 00111101001010101100010110101000 01101011110000100100011100011110 11110000000000110001101001001100 11000101000000110111111110000101 01111101010111010101111100100010 11101010101110110101100011100111 10001101111100100110010010111000 10100011110100101001001011100100 00110001000000111010111111001110 10100100100010110011011101001110 00011100011001100101011010110111 01100111100000000010111111110011 11011110111100010101101011100000 01011101111010111011000000101100 00110011100001001010111001000010 10111111010001010110111100110100 01100101010010000000100100010100 11101111110001100100000101000111 01010011100110
00000011110001100001011000110111 00100100001001111011111010111010 11111000111010010101010001000100 01011001110011010001011111100011 10111000010010011110000011010001 01001111010111010110001000010000 11110001001010110101000010101011 11011011101111110111110001110010 10000101110101111110101001110100 01111100100101101001111111100001 00001110001110101011110011001000 11110100011010101110101101110111 10101011000011111101001111001001 00010001011100000110100001110110 10001100010110110000101010100010 10001011001111010011111110101100 01100110000001000011010001101110 01010111111000111001000011000100 01010010001001001000010100000001 01111100001011100011010110011100 10100100111000011000000010111000 11000000011000010000100111000010 10000001111110110000000011001101 11001100011101010001111101100110 00010110100110100101100101100100 01111111000010001000100000011101 01110101101010110110111101011101 11101010010011101101110101110000 10100111010000011000110110010001 01011011001100001111011010011001 11111011000111110101111101110010 10001100010110101010000101011011 01010011000100
11000001100000010001011001100100 10001010000111010111100111110110 10111001101100110000110110011001 00111110001100101000101101000111 00110011011101110100001111110000 11101110010011101100010111000001 11000110000110110011000101110101 01101010101100111000110011100001 10101110100101101111101000000101 01110000010101010010011000010011 00100110111000111111101100101000 00111001011011001101111101011011 11001100111110011011010101000111 11010100111101010111111100111111 00001001000000111000111100011100 11001000011101101110010010011000 11011010111000011111100110011111 11011111101010100001101011001010 10100101100000001110100000110000 00000010010101100110001000011111 11101100000111010011010111111010 10011110100110100100010011011100 00110101000010010001110110010101 00111100010011111100000010011010 01011111001001001000000100001110 11101110000100010001010110110011 11011100011111000101110101101010 00101101011010011101101000000000 00001111010110000110101100110010 01010100111010011011110011110001 11001001001101111100110001100110 11010101011000010110011001000000 01010111001110
01011111000110101110001110110001 00100111010011000001101110010110 00000011110000101101100100000111 01000011001111100101000010111110 00001100001001000101010001001100 11110010000011011101000011011101 01000111000010100000111100011111 11100001110001011100010010110001 00011101100110101101101111001000 00010001110010000111111000101100 11010000011111000011010111101001 01100000101010010011110101100101 01111101100100101100101000101111 00100111000111111110011100011000 01001110000111011110011100001101 11110001100101100011100100001111 01011000011001110001000001011110 10011011111111010001111110111100 01010000110111110111100010011100 01100111111111000010000101010111 10101101000111101100011111010001 01011001100010101011110000000100 10111101111111000011011110011001 00101100110001001110010100111011 11111001001100000101111110000101 01001110001000010001101101100111 11101001001111010011011111010101 01101111001001101001001101111001 11001111100000101011101100010100 11110110000000000011000110110101 00110101110110111100100111001010 10011010001010110001010001110001 01100011111011
10010011001111011101010000100100 10101100001011011100101101001110 01101101100011011010100011110000 00010111010101111000111010000111 00011100100100111001100100000100 01001111111000111100110101011110 11010000100101111011100011011101 01011100011101011001000011011001 10010110000011110001111010011001 01011110010110111001111100001100 10111110111010101000100100101110 10010001111001001011111100011111 00110001010000101111110100101111 00111101101101101000100100111111 00101011001000000011000110101001 01100010001010011111001101101011 01100110000010110011110110000001 01111001110001110101110101100101 10011100000110110110110011000011 10101011100011000001000000100110 10110100111101001010110111100001 10100110000111011010100111111110 01011001011001010011001000110011 10100110011101100101111000000111 01101110011101100000100100010001 01110000110001001001000111110111 11110000110010000010101010110101 10100010000101000010010111100111 10010010000101111010100011101100 11110010111010100101000111000111 01110111001010101111010110100010 11110101011111010011000110110111 01001000011100
00101000101000100100110010110001 01010100010111001111100000100011 10011111100010000011101110001100 01101110000011100110101001011000 11101100000000001001010010110101 10111001100011110001010100100101 10010111110100001010111011101101 01011001111000111001101010101100 10000100010110011010000011011010 01100101010110011110100010110100 11001100110001000100000010000011 00100011110100000110110000100010 10110000111010101101001010000011 11011101011100111001110111101001 01101111100101011110011010010111 11111110110110011110110111110011 11000110010001000110100101110111 00011000110111100010110011000110 01111011011001011000011101100100 11011101011001111101101001101001 10011011101100100011100000010011 10001100100110100101110010111011 10011011011101110010110010001111 10110110010011001110011111100001 01001111110100010001000101000101 01111100101111111011110011101010 11100010001101111010110001110010 10110100010011001000010000000101 00110100010010100111010110111010 10011011110110111010111011011111 01011101101110110111010000001110 01101010101010011001001000011000 01001001001111
01100110001101010100001000100000 10000010110011001001101100011101 01001111111110011101101000111100 10101011000010000000011100010011 00011001011100110110010101111000 10100000111001010000000101101001 00010010010110011100011101001011 10001100110101100001011010010011 01100101101111011100011100010001 01000001100100001000100011000011 11101111001001100000110101100110 10011100101001001011111011110111 01101000010101100110010000011001 10011111001011000110000011011111 11110000001101000111001100111011 11000011001100101111001001111100 00000100011000100010000111000100 11011101101100010111011010111011 11101111000100011001101111010111 10101010110101111010000001110000 01011011011110011000110110101000 11010110110000110000100110111011 10010011100101001110111110000001 01101110000111110111111010110100 11001010001011100100000111110111 00100110010001000000000001101011 10100010111101111100001100010111 10110110010111010000100000101101 11010000011110010110100111111110 00000001110101011010110001001010 00010001111110000111001101111110 11010111100110001111100011011011 01100011101010
10100000000001010011001110001110 00000000001011010010101011100101 00110000010101100100110100111100 00111000111100011110011101111110 00010010110000101011011000001011 10110110110010100110111110100010 11101011000001111000011101001000 11011000010110110111111011000010 11110010010100010100111111001111 11111011110000111010100011101001 10011110001001110101100101010001 11101111100101001111001011110001 11000000101101001001010101000110 01001001001111011101101000100100 11001110100000111101101110011000 00111101001001011010011111110000 11011111011000001110010000000010 01100110011111101101111000001000 00010111010101010011001000010010 00001000001001101010011000111110 11111010101111101000011101111110 10011110110110000001010000100011 01111111010110101100111111100011 10111000011111111001100000110111 00110000101010100110010110010101 00001111010111001110110001111011 10011110100100111010011011110001 10100110110000111111000100100001 01110111011101000011010001001000 11011111001010100011000011111100 11110011000011011110100100000010 10010001101101000110101001111001 01010010100010
10011101110110000110100101010110 11101000001011101001000101011000 00000011101000101010100010000111 10011111100100100010010001110111 10001110111000111000110101000100 11010110010001101001100111010010 01101100011011010100001010000100 10111100001101000101101000111001 01110111011111000111000110000111 01111010010111010101000111000111 00111000000110001101000111001101 10100110010001010100011111001101 11001000010010010000000101000111 00101110101110000000011010011111 10110001111101110011110101000100 11110110000101011000101110100010 00110100110100010110011101101100 00000001101101111111110101011100 11100010111101000001111000110111 10101100001110100110101100110010 00110110111100111001111100001001 10111000000001100101000001010011 10111100100010110010111101100111 01111010110000011111011001011100 11101011001100111110001000101010 00010011111110111110010010110011 00100010011001011111101100001101 10111111010000011101010000000011 11010111111000110000100011111000 10111111000101000011010001110001 10101011010111010100011001111110 00001000010111110111111100001001 01010100111011
10010000111111011010011000010001 10000001110001000001100110111000 10100111100010100101111101101101 01101001000011110100010101001111 11111001111100001000101111000100 01001010011101100100011001101001 00011000101110110101011100000111 10011001000101001011001110001100 11111011101100011001010110100010 00001000010110010010111111001100 01101100111100011000010101110011 01100100001010111100000110010111 01110011101100010100111011000001 10010000000001101101111100100010 10100011100011100111010101100100 00101000110000100101101011100100 00100101010110101111000111101010 01111011010011100000001000010010 11110111010111010110000111011100 10101011010011011011110110001100 00110011010000001111010101010100 11000100100111101000110111011001 11001111011010100111100111101000 11110100100001001010010010001001 01011001100001010010101010110011 01111101101111001001010001111111 10110101011011100000011001001110 00111000010011011000101110011000 01101110110010011111110100100000 00100110001101110001110100000111 10110011101001111111000011101011 00000001000101110111101101100100 01100011010111
